time,latitude,longitude,wpp_region,fishing_effort_hours,vessel_count,source
2023-01-01,1.75,97.25,WPP_571_Selat_Malaka,95.72,3,GFW_MOCK
2023-01-01,1.75,97.75,WPP_571_Selat_Malaka,4.28,9,GFW_MOCK
2023-01-01,1.75,98.25,WPP_571_Selat_Malaka,49.78,7,GFW_MOCK
2023-01-01,1.75,98.75,WPP_571_Selat_Malaka,42.81,3,GFW_MOCK
2023-01-01,1.75,99.25,WPP_571_Selat_Malaka,38.95,11,GFW_MOCK
2023-01-01,1.75,99.75,WPP_571_Selat_Malaka,1.81,10,GFW_MOCK
2023-01-01,1.75,100.25,WPP_571_Selat_Malaka,22.64,9,GFW_MOCK
2023-01-01,1.75,100.75,WPP_571_Selat_Malaka,3.24,10,GFW_MOCK
2023-01-01,1.75,101.25,WPP_571_Selat_Malaka,45.75,8,GFW_MOCK
2023-01-01,1.75,101.75,WPP_571_Selat_Malaka,9.64,7,GFW_MOCK
2023-01-01,1.75,102.25,WPP_571_Selat_Malaka,55.43,6,GFW_MOCK
2023-01-01,1.75,102.75,WPP_571_Selat_Malaka,12.55,7,GFW_MOCK
2023-01-01,1.75,103.25,WPP_571_Selat_Malaka,21.41,8,GFW_MOCK
2023-01-01,1.75,103.75,WPP_571_Selat_Malaka,14.62,9,GFW_MOCK
2023-01-01,2.25,95.25,WPP_571_Selat_Malaka,6.79,9,GFW_MOCK
2023-01-01,2.25,95.75,WPP_571_Selat_Malaka,16.47,5,GFW_MOCK
2023-01-01,2.25,96.25,WPP_571_Selat_Malaka,8.27,11,GFW_MOCK
2023-01-01,2.25,96.75,WPP_571_Selat_Malaka,13.13,8,GFW_MOCK
2023-01-01,2.25,97.25,WPP_571_Selat_Malaka,33.9,11,GFW_MOCK
2023-01-01,2.25,97.75,WPP_571_Selat_Malaka,0.59,9,GFW_MOCK
2023-01-01,2.25,98.25,WPP_571_Selat_Malaka,1.82,12,GFW_MOCK
2023-01-01,2.25,98.75,WPP_571_Selat_Malaka,67.44,10,GFW_MOCK
2023-01-01,2.25,99.25,WPP_571_Selat_Malaka,8.53,9,GFW_MOCK
2023-01-01,2.25,99.75,WPP_571_Selat_Malaka,24.62,12,GFW_MOCK
2023-01-01,2.25,100.25,WPP_571_Selat_Malaka,18.48,10,GFW_MOCK
2023-01-01,2.25,100.75,WPP_571_Selat_Malaka,13.55,8,GFW_MOCK
2023-01-01,2.25,101.25,WPP_571_Selat_Malaka,5.37,3,GFW_MOCK
2023-01-01,2.25,101.75,WPP_571_Selat_Malaka,1.83,12,GFW_MOCK
2023-01-01,2.25,102.25,WPP_571_Selat_Malaka,75.69,13,GFW_MOCK
2023-01-01,2.25,102.75,WPP_571_Selat_Malaka,13.39,10,GFW_MOCK
2023-01-01,2.25,103.25,WPP_571_Selat_Malaka,2.16,9,GFW_MOCK
2023-01-01,2.25,103.75,WPP_571_Selat_Malaka,14.17,4,GFW_MOCK
2023-01-01,2.75,95.25,WPP_571_Selat_Malaka,15.21,9,GFW_MOCK
2023-01-01,2.75,95.75,WPP_571_Selat_Malaka,15.39,7,GFW_MOCK
2023-01-01,2.75,96.25,WPP_571_Selat_Malaka,1.51,7,GFW_MOCK
2023-01-01,2.75,96.75,WPP_571_Selat_Malaka,27.75,5,GFW_MOCK
2023-01-01,2.75,97.25,WPP_571_Selat_Malaka,62.63,4,GFW_MOCK
2023-01-01,2.75,97.75,WPP_571_Selat_Malaka,99.87,5,GFW_MOCK
2023-01-01,2.75,98.25,WPP_571_Selat_Malaka,56.64,7,GFW_MOCK
2023-01-01,2.75,98.75,WPP_571_Selat_Malaka,12.93,14,GFW_MOCK
2023-01-01,2.75,99.25,WPP_571_Selat_Malaka,25.95,3,GFW_MOCK
2023-01-01,2.75,99.75,WPP_571_Selat_Malaka,10.37,11,GFW_MOCK
2023-01-01,2.75,100.25,WPP_571_Selat_Malaka,13.85,9,GFW_MOCK
2023-01-01,2.75,100.75,WPP_571_Selat_Malaka,1.44,6,GFW_MOCK
2023-01-01,2.75,101.25,WPP_571_Selat_Malaka,3.89,15,GFW_MOCK
2023-01-01,2.75,101.75,WPP_571_Selat_Malaka,3.15,7,GFW_MOCK
2023-01-01,2.75,102.25,WPP_571_Selat_Malaka,43.52,12,GFW_MOCK
2023-01-01,2.75,102.75,WPP_571_Selat_Malaka,106.67,8,GFW_MOCK
2023-01-01,2.75,103.25,WPP_571_Selat_Malaka,10.94,6,GFW_MOCK
2023-01-01,2.75,103.75,WPP_571_Selat_Malaka,8.89,9,GFW_MOCK
2023-01-01,3.25,95.25,WPP_571_Selat_Malaka,1.71,7,GFW_MOCK
2023-01-01,3.25,95.75,WPP_571_Selat_Malaka,5.27,11,GFW_MOCK
2023-01-01,3.25,96.25,WPP_571_Selat_Malaka,53.68,4,GFW_MOCK
2023-01-01,3.25,96.75,WPP_571_Selat_Malaka,77.94,10,GFW_MOCK
2023-01-01,3.25,97.25,WPP_571_Selat_Malaka,13.33,11,GFW_MOCK
2023-01-01,3.25,97.75,WPP_571_Selat_Malaka,2.31,4,GFW_MOCK
2023-01-01,3.25,98.25,WPP_571_Selat_Malaka,18.17,8,GFW_MOCK
2023-01-01,3.25,98.75,WPP_571_Selat_Malaka,14.71,9,GFW_MOCK
2023-01-01,3.25,99.25,WPP_571_Selat_Malaka,1.18,12,GFW_MOCK
2023-01-01,3.25,99.75,WPP_571_Selat_Malaka,3.61,8,GFW_MOCK
2023-01-01,3.25,100.25,WPP_571_Selat_Malaka,2.35,7,GFW_MOCK
2023-01-01,3.25,100.75,WPP_571_Selat_Malaka,25.98,3,GFW_MOCK
2023-01-01,3.25,101.25,WPP_571_Selat_Malaka,6.47,9,GFW_MOCK
2023-01-01,3.25,101.75,WPP_571_Selat_Malaka,28.56,10,GFW_MOCK
2023-01-01,3.25,102.25,WPP_571_Selat_Malaka,15.14,14,GFW_MOCK
2023-01-01,3.25,102.75,WPP_571_Selat_Malaka,1.93,9,GFW_MOCK
2023-01-01,3.25,103.25,WPP_571_Selat_Malaka,7.82,3,GFW_MOCK
2023-01-01,3.25,103.75,WPP_571_Selat_Malaka,44.22,6,GFW_MOCK
2023-01-01,3.75,95.25,WPP_571_Selat_Malaka,9.73,8,GFW_MOCK
2023-01-01,3.75,95.75,WPP_571_Selat_Malaka,13.04,10,GFW_MOCK
2023-01-01,3.75,96.25,WPP_571_Selat_Malaka,15.15,10,GFW_MOCK
2023-01-01,3.75,96.75,WPP_571_Selat_Malaka,478.07,9,GFW_MOCK
2023-01-01,3.75,97.25,WPP_571_Selat_Malaka,16.03,7,GFW_MOCK
2023-01-01,3.75,97.75,WPP_571_Selat_Malaka,1.04,11,GFW_MOCK
2023-01-01,3.75,98.25,WPP_571_Selat_Malaka,25.18,4,GFW_MOCK
2023-01-01,3.75,98.75,WPP_571_Selat_Malaka,45.28,12,GFW_MOCK
2023-01-01,3.75,99.25,WPP_571_Selat_Malaka,10.94,7,GFW_MOCK
2023-01-01,3.75,99.75,WPP_571_Selat_Malaka,10.23,3,GFW_MOCK
2023-01-01,3.75,100.25,WPP_571_Selat_Malaka,42.76,7,GFW_MOCK
2023-01-01,3.75,100.75,WPP_571_Selat_Malaka,5.84,7,GFW_MOCK
2023-01-01,3.75,101.25,WPP_571_Selat_Malaka,5.63,9,GFW_MOCK
2023-01-01,3.75,101.75,WPP_571_Selat_Malaka,17.12,11,GFW_MOCK
2023-01-01,3.75,102.25,WPP_571_Selat_Malaka,55.3,9,GFW_MOCK
2023-01-01,3.75,102.75,WPP_571_Selat_Malaka,33.06,7,GFW_MOCK
2023-01-01,3.75,103.25,WPP_571_Selat_Malaka,6.99,7,GFW_MOCK
2023-01-01,3.75,103.75,WPP_571_Selat_Malaka,0.94,5,GFW_MOCK
2023-01-01,4.25,95.25,WPP_571_Selat_Malaka,38.65,6,GFW_MOCK
2023-01-01,4.25,95.75,WPP_571_Selat_Malaka,34.06,8,GFW_MOCK
2023-01-01,4.25,96.25,WPP_571_Selat_Malaka,5.92,10,GFW_MOCK
2023-01-01,4.25,96.75,WPP_571_Selat_Malaka,25.73,13,GFW_MOCK
2023-01-01,4.25,97.25,WPP_571_Selat_Malaka,6.33,8,GFW_MOCK
2023-01-01,4.25,97.75,WPP_571_Selat_Malaka,21.62,5,GFW_MOCK
2023-01-01,4.25,98.25,WPP_571_Selat_Malaka,7.28,10,GFW_MOCK
2023-01-01,4.25,98.75,WPP_571_Selat_Malaka,17.9,10,GFW_MOCK
2023-01-01,4.25,99.25,WPP_571_Selat_Malaka,6.74,6,GFW_MOCK
2023-01-01,4.25,99.75,WPP_571_Selat_Malaka,91.35,3,GFW_MOCK
2023-01-01,4.25,100.25,WPP_571_Selat_Malaka,8.5,5,GFW_MOCK
2023-01-01,4.25,100.75,WPP_571_Selat_Malaka,6.84,8,GFW_MOCK
2023-01-01,4.25,101.25,WPP_571_Selat_Malaka,1.98,5,GFW_MOCK
2023-01-01,4.25,101.75,WPP_571_Selat_Malaka,5.03,6,GFW_MOCK
2023-01-01,4.25,102.25,WPP_571_Selat_Malaka,16.23,7,GFW_MOCK
2023-01-01,4.25,102.75,WPP_571_Selat_Malaka,2.97,5,GFW_MOCK
2023-01-01,4.25,103.25,WPP_571_Selat_Malaka,13.36,7,GFW_MOCK
2023-01-01,4.25,103.75,WPP_571_Selat_Malaka,12.77,8,GFW_MOCK
2023-01-01,4.75,95.25,WPP_571_Selat_Malaka,12.75,13,GFW_MOCK
2023-01-01,4.75,95.75,WPP_571_Selat_Malaka,4.22,6,GFW_MOCK
2023-01-01,4.75,96.25,WPP_571_Selat_Malaka,7.04,7,GFW_MOCK
2023-01-01,4.75,96.75,WPP_571_Selat_Malaka,5.83,6,GFW_MOCK
2023-01-01,4.75,97.25,WPP_571_Selat_Malaka,0.83,6,GFW_MOCK
2023-01-01,4.75,97.75,WPP_571_Selat_Malaka,17.57,11,GFW_MOCK
2023-01-01,4.75,98.25,WPP_571_Selat_Malaka,16.51,4,GFW_MOCK
2023-01-01,4.75,98.75,WPP_571_Selat_Malaka,30.73,6,GFW_MOCK
2023-01-01,4.75,99.25,WPP_571_Selat_Malaka,4.56,8,GFW_MOCK
2023-01-01,4.75,99.75,WPP_571_Selat_Malaka,1.81,5,GFW_MOCK
2023-01-01,4.75,100.25,WPP_571_Selat_Malaka,24.46,13,GFW_MOCK
2023-01-01,4.75,100.75,WPP_571_Selat_Malaka,7.52,3,GFW_MOCK
2023-01-01,4.75,101.25,WPP_571_Selat_Malaka,12.57,6,GFW_MOCK
2023-01-01,4.75,101.75,WPP_571_Selat_Malaka,26.87,4,GFW_MOCK
2023-01-01,4.75,102.25,WPP_571_Selat_Malaka,22.57,7,GFW_MOCK
2023-01-01,4.75,102.75,WPP_571_Selat_Malaka,6.6,5,GFW_MOCK
2023-01-01,4.75,103.25,WPP_571_Selat_Malaka,39.68,6,GFW_MOCK
2023-01-01,4.75,103.75,WPP_571_Selat_Malaka,23.37,6,GFW_MOCK
2023-01-01,5.25,95.25,WPP_571_Selat_Malaka,48.92,10,GFW_MOCK
2023-01-01,5.25,95.75,WPP_571_Selat_Malaka,25.62,10,GFW_MOCK
2023-01-01,5.25,96.25,WPP_571_Selat_Malaka,8.97,11,GFW_MOCK
2023-01-01,5.25,96.75,WPP_571_Selat_Malaka,9.33,12,GFW_MOCK
2023-01-01,5.25,97.25,WPP_571_Selat_Malaka,11.01,8,GFW_MOCK
2023-01-01,5.25,97.75,WPP_571_Selat_Malaka,9.63,7,GFW_MOCK
2023-01-01,5.25,98.25,WPP_571_Selat_Malaka,34.82,9,GFW_MOCK
2023-01-01,5.25,98.75,WPP_571_Selat_Malaka,7.12,9,GFW_MOCK
2023-01-01,5.25,99.25,WPP_571_Selat_Malaka,6.17,9,GFW_MOCK
2023-01-01,5.25,99.75,WPP_571_Selat_Malaka,16.16,10,GFW_MOCK
2023-01-01,5.25,100.25,WPP_571_Selat_Malaka,169.22,14,GFW_MOCK
2023-01-01,5.25,100.75,WPP_571_Selat_Malaka,12.04,8,GFW_MOCK
2023-01-01,5.25,101.25,WPP_571_Selat_Malaka,23.89,2,GFW_MOCK
2023-01-01,5.25,101.75,WPP_571_Selat_Malaka,9.67,6,GFW_MOCK
2023-01-01,5.25,102.25,WPP_571_Selat_Malaka,13.08,9,GFW_MOCK
2023-01-01,5.25,102.75,WPP_571_Selat_Malaka,9.55,10,GFW_MOCK
2023-01-01,5.25,103.25,WPP_571_Selat_Malaka,15.42,8,GFW_MOCK
2023-01-01,5.25,103.75,WPP_571_Selat_Malaka,9.91,10,GFW_MOCK
2023-01-01,5.75,95.25,WPP_571_Selat_Malaka,30.14,11,GFW_MOCK
2023-01-01,5.75,95.75,WPP_571_Selat_Malaka,8.6,11,GFW_MOCK
2023-01-01,5.75,96.25,WPP_571_Selat_Malaka,19.41,9,GFW_MOCK
2023-01-01,5.75,96.75,WPP_571_Selat_Malaka,20.1,10,GFW_MOCK
2023-01-01,5.75,97.25,WPP_571_Selat_Malaka,101.22,10,GFW_MOCK
2023-01-01,5.75,97.75,WPP_571_Selat_Malaka,43.71,10,GFW_MOCK
2023-01-01,5.75,98.25,WPP_571_Selat_Malaka,3.64,6,GFW_MOCK
2023-01-01,5.75,98.75,WPP_571_Selat_Malaka,8.4,7,GFW_MOCK
2023-01-01,5.75,99.25,WPP_571_Selat_Malaka,3.89,12,GFW_MOCK
2023-01-01,5.75,99.75,WPP_571_Selat_Malaka,0.63,7,GFW_MOCK
2023-01-01,5.75,100.25,WPP_571_Selat_Malaka,3.67,10,GFW_MOCK
2023-01-01,5.75,100.75,WPP_571_Selat_Malaka,13.65,13,GFW_MOCK
2023-01-01,5.75,101.25,WPP_571_Selat_Malaka,2.17,8,GFW_MOCK
2023-01-01,5.75,101.75,WPP_571_Selat_Malaka,7.37,7,GFW_MOCK
2023-01-01,5.75,102.25,WPP_571_Selat_Malaka,3.66,6,GFW_MOCK
2023-01-01,5.75,102.75,WPP_571_Selat_Malaka,15.98,9,GFW_MOCK
2023-01-01,5.75,103.25,WPP_571_Selat_Malaka,9.89,4,GFW_MOCK
2023-01-01,5.75,103.75,WPP_571_Selat_Malaka,3.21,2,GFW_MOCK
2023-02-01,1.25,95.25,WPP_571_Selat_Malaka,24.77,7,GFW_MOCK
2023-02-01,1.25,95.75,WPP_571_Selat_Malaka,17.51,7,GFW_MOCK
2023-02-01,1.25,96.25,WPP_571_Selat_Malaka,39.57,11,GFW_MOCK
2023-02-01,1.25,96.75,WPP_571_Selat_Malaka,13.95,7,GFW_MOCK
2023-02-01,1.25,97.25,WPP_571_Selat_Malaka,28.53,10,GFW_MOCK
2023-02-01,1.25,97.75,WPP_571_Selat_Malaka,10.71,15,GFW_MOCK
2023-02-01,1.25,98.25,WPP_571_Selat_Malaka,17.42,7,GFW_MOCK
2023-02-01,1.25,98.75,WPP_571_Selat_Malaka,8.86,10,GFW_MOCK
2023-02-01,1.25,99.25,WPP_571_Selat_Malaka,8.63,11,GFW_MOCK
2023-02-01,1.25,99.75,WPP_571_Selat_Malaka,15.52,8,GFW_MOCK
2023-02-01,1.25,100.25,WPP_571_Selat_Malaka,5.48,12,GFW_MOCK
2023-02-01,1.25,100.75,WPP_571_Selat_Malaka,39.3,10,GFW_MOCK
2023-02-01,1.25,101.25,WPP_571_Selat_Malaka,24.41,2,GFW_MOCK
2023-02-01,1.25,101.75,WPP_571_Selat_Malaka,17.54,13,GFW_MOCK
2023-02-01,1.25,102.25,WPP_571_Selat_Malaka,32.45,6,GFW_MOCK
2023-02-01,1.25,102.75,WPP_571_Selat_Malaka,22.28,8,GFW_MOCK
2023-02-01,1.25,103.25,WPP_571_Selat_Malaka,12.16,8,GFW_MOCK
2023-02-01,1.25,103.75,WPP_571_Selat_Malaka,4.88,6,GFW_MOCK
2023-02-01,1.75,95.25,WPP_571_Selat_Malaka,12.58,9,GFW_MOCK
2023-02-01,1.75,95.75,WPP_571_Selat_Malaka,6.53,10,GFW_MOCK
2023-02-01,1.75,96.25,WPP_571_Selat_Malaka,2.99,9,GFW_MOCK
2023-02-01,1.75,96.75,WPP_571_Selat_Malaka,17.47,3,GFW_MOCK
2023-02-01,1.75,97.25,WPP_571_Selat_Malaka,4.31,8,GFW_MOCK
2023-02-01,1.75,97.75,WPP_571_Selat_Malaka,52.04,9,GFW_MOCK
2023-02-01,1.75,98.25,WPP_571_Selat_Malaka,24.13,12,GFW_MOCK
2023-02-01,1.75,98.75,WPP_571_Selat_Malaka,34.26,9,GFW_MOCK
2023-02-01,1.75,99.25,WPP_571_Selat_Malaka,14.73,12,GFW_MOCK
2023-02-01,1.75,99.75,WPP_571_Selat_Malaka,26.82,10,GFW_MOCK
2023-02-01,1.75,100.25,WPP_571_Selat_Malaka,80.5,4,GFW_MOCK
2023-02-01,1.75,100.75,WPP_571_Selat_Malaka,18.93,6,GFW_MOCK
2023-02-01,1.75,101.25,WPP_571_Selat_Malaka,13.84,10,GFW_MOCK
2023-02-01,1.75,101.75,WPP_571_Selat_Malaka,49.37,7,GFW_MOCK
2023-02-01,1.75,102.25,WPP_571_Selat_Malaka,0.16,11,GFW_MOCK
2023-02-01,1.75,102.75,WPP_571_Selat_Malaka,37.78,6,GFW_MOCK
2023-02-01,1.75,103.25,WPP_571_Selat_Malaka,22.8,6,GFW_MOCK
2023-02-01,1.75,103.75,WPP_571_Selat_Malaka,15.58,8,GFW_MOCK
2023-02-01,2.25,95.25,WPP_571_Selat_Malaka,30.62,13,GFW_MOCK
2023-02-01,2.25,95.75,WPP_571_Selat_Malaka,95.28,7,GFW_MOCK
2023-02-01,2.25,96.25,WPP_571_Selat_Malaka,15.41,7,GFW_MOCK
2023-02-01,2.25,96.75,WPP_571_Selat_Malaka,10.68,8,GFW_MOCK
2023-02-01,2.25,97.25,WPP_571_Selat_Malaka,21.06,7,GFW_MOCK
2023-02-01,2.25,97.75,WPP_571_Selat_Malaka,8.48,7,GFW_MOCK
2023-02-01,2.25,98.25,WPP_571_Selat_Malaka,48.26,9,GFW_MOCK
2023-02-01,2.25,98.75,WPP_571_Selat_Malaka,40.14,7,GFW_MOCK
2023-02-01,2.25,99.25,WPP_571_Selat_Malaka,15.03,4,GFW_MOCK
2023-02-01,2.25,99.75,WPP_571_Selat_Malaka,121.89,10,GFW_MOCK
2023-02-01,2.25,100.25,WPP_571_Selat_Malaka,17.08,7,GFW_MOCK
2023-02-01,2.25,100.75,WPP_571_Selat_Malaka,8.33,11,GFW_MOCK
2023-02-01,2.25,101.25,WPP_571_Selat_Malaka,5.56,7,GFW_MOCK
2023-02-01,2.25,101.75,WPP_571_Selat_Malaka,92.27,14,GFW_MOCK
2023-02-01,2.25,102.25,WPP_571_Selat_Malaka,14.15,5,GFW_MOCK
2023-02-01,2.25,102.75,WPP_571_Selat_Malaka,7.41,9,GFW_MOCK
2023-02-01,2.25,103.25,WPP_571_Selat_Malaka,5.67,5,GFW_MOCK
2023-02-01,2.25,103.75,WPP_571_Selat_Malaka,9.28,2,GFW_MOCK
2023-02-01,2.75,95.25,WPP_571_Selat_Malaka,46.24,9,GFW_MOCK
2023-02-01,2.75,95.75,WPP_571_Selat_Malaka,4.59,7,GFW_MOCK
2023-02-01,2.75,96.25,WPP_571_Selat_Malaka,7.19,9,GFW_MOCK
2023-02-01,2.75,96.75,WPP_571_Selat_Malaka,7.74,6,GFW_MOCK
2023-02-01,2.75,97.25,WPP_571_Selat_Malaka,2.06,8,GFW_MOCK
2023-02-01,2.75,97.75,WPP_571_Selat_Malaka,9.61,11,GFW_MOCK
2023-02-01,2.75,98.25,WPP_571_Selat_Malaka,18.52,5,GFW_MOCK
2023-02-01,2.75,98.75,WPP_571_Selat_Malaka,35.01,13,GFW_MOCK
2023-02-01,2.75,99.25,WPP_571_Selat_Malaka,13.71,15,GFW_MOCK
2023-02-01,2.75,99.75,WPP_571_Selat_Malaka,35.85,7,GFW_MOCK
2023-02-01,2.75,100.25,WPP_571_Selat_Malaka,30.95,16,GFW_MOCK
2023-02-01,2.75,100.75,WPP_571_Selat_Malaka,6.44,5,GFW_MOCK
2023-02-01,2.75,101.25,WPP_571_Selat_Malaka,16.11,5,GFW_MOCK
2023-02-01,2.75,101.75,WPP_571_Selat_Malaka,51.77,3,GFW_MOCK
2023-02-01,2.75,102.25,WPP_571_Selat_Malaka,8.05,4,GFW_MOCK
2023-02-01,2.75,102.75,WPP_571_Selat_Malaka,4.81,8,GFW_MOCK
2023-02-01,2.75,103.25,WPP_571_Selat_Malaka,8.58,6,GFW_MOCK
2023-02-01,2.75,103.75,WPP_571_Selat_Malaka,6.02,10,GFW_MOCK
2023-02-01,3.25,95.25,WPP_571_Selat_Malaka,11.87,9,GFW_MOCK
2023-02-01,3.25,95.75,WPP_571_Selat_Malaka,7.42,5,GFW_MOCK
2023-02-01,3.25,96.25,WPP_571_Selat_Malaka,20.85,7,GFW_MOCK
2023-02-01,3.25,96.75,WPP_571_Selat_Malaka,6.34,8,GFW_MOCK
2023-02-01,3.25,97.25,WPP_571_Selat_Malaka,54.17,7,GFW_MOCK
2023-02-01,3.25,97.75,WPP_571_Selat_Malaka,17.57,10,GFW_MOCK
2023-02-01,3.25,98.25,WPP_571_Selat_Malaka,31.3,7,GFW_MOCK
2023-02-01,3.25,98.75,WPP_571_Selat_Malaka,12.77,11,GFW_MOCK
2023-02-01,3.25,99.25,WPP_571_Selat_Malaka,26.17,16,GFW_MOCK
2023-02-01,3.25,99.75,WPP_571_Selat_Malaka,27.54,13,GFW_MOCK
2023-02-01,3.25,100.25,WPP_571_Selat_Malaka,17.23,9,GFW_MOCK
2023-02-01,3.25,100.75,WPP_571_Selat_Malaka,21.29,7,GFW_MOCK
2023-02-01,3.25,101.25,WPP_571_Selat_Malaka,61.21,6,GFW_MOCK
2023-02-01,3.25,101.75,WPP_571_Selat_Malaka,1.41,11,GFW_MOCK
2023-02-01,3.25,102.25,WPP_571_Selat_Malaka,10.01,5,GFW_MOCK
2023-02-01,3.25,102.75,WPP_571_Selat_Malaka,7.09,9,GFW_MOCK
2023-02-01,3.25,103.25,WPP_571_Selat_Malaka,4.32,9,GFW_MOCK
2023-02-01,3.25,103.75,WPP_571_Selat_Malaka,2.09,7,GFW_MOCK
2023-02-01,3.75,95.25,WPP_571_Selat_Malaka,2.93,11,GFW_MOCK
2023-02-01,3.75,95.75,WPP_571_Selat_Malaka,5.34,5,GFW_MOCK
2023-02-01,3.75,96.25,WPP_571_Selat_Malaka,4.38,7,GFW_MOCK
2023-02-01,3.75,96.75,WPP_571_Selat_Malaka,3.14,7,GFW_MOCK
2023-02-01,3.75,97.25,WPP_571_Selat_Malaka,6.37,7,GFW_MOCK
2023-02-01,3.75,97.75,WPP_571_Selat_Malaka,12.75,4,GFW_MOCK
2023-02-01,3.75,98.25,WPP_571_Selat_Malaka,8.51,8,GFW_MOCK
2023-02-01,3.75,98.75,WPP_571_Selat_Malaka,68.87,8,GFW_MOCK
2023-02-01,3.75,99.25,WPP_571_Selat_Malaka,37.7,4,GFW_MOCK
2023-02-01,3.75,99.75,WPP_571_Selat_Malaka,11.28,4,GFW_MOCK
2023-02-01,3.75,100.25,WPP_571_Selat_Malaka,217.14,5,GFW_MOCK
2023-02-01,3.75,100.75,WPP_571_Selat_Malaka,1.84,11,GFW_MOCK
2023-02-01,3.75,101.25,WPP_571_Selat_Malaka,36.98,8,GFW_MOCK
2023-02-01,3.75,101.75,WPP_571_Selat_Malaka,3.6,9,GFW_MOCK
2023-02-01,3.75,102.25,WPP_571_Selat_Malaka,68.94,12,GFW_MOCK
2023-02-01,3.75,102.75,WPP_571_Selat_Malaka,0.88,13,GFW_MOCK
2023-02-01,3.75,103.25,WPP_571_Selat_Malaka,12.1,4,GFW_MOCK
2023-02-01,3.75,103.75,WPP_571_Selat_Malaka,33.66,9,GFW_MOCK
2023-02-01,4.25,95.25,WPP_571_Selat_Malaka,19.57,7,GFW_MOCK
2023-02-01,4.25,95.75,WPP_571_Selat_Malaka,10.93,5,GFW_MOCK
2023-02-01,4.25,96.25,WPP_571_Selat_Malaka,6.69,8,GFW_MOCK
2023-02-01,4.25,96.75,WPP_571_Selat_Malaka,8.98,3,GFW_MOCK
2023-02-01,4.25,97.25,WPP_571_Selat_Malaka,20.69,5,GFW_MOCK
2023-02-01,4.25,97.75,WPP_571_Selat_Malaka,14.66,9,GFW_MOCK
2023-02-01,4.25,98.25,WPP_571_Selat_Malaka,11.26,7,GFW_MOCK
2023-02-01,4.25,98.75,WPP_571_Selat_Malaka,1.9,13,GFW_MOCK
2023-02-01,4.25,99.25,WPP_571_Selat_Malaka,29.47,6,GFW_MOCK
2023-02-01,4.25,99.75,WPP_571_Selat_Malaka,9.21,12,GFW_MOCK
2023-02-01,4.25,100.25,WPP_571_Selat_Malaka,9.12,8,GFW_MOCK
2023-02-01,4.25,100.75,WPP_571_Selat_Malaka,7.17,7,GFW_MOCK
2023-02-01,4.25,101.25,WPP_571_Selat_Malaka,11.33,5,GFW_MOCK
2023-02-01,4.25,101.75,WPP_571_Selat_Malaka,27.02,7,GFW_MOCK
2023-02-01,4.25,102.25,WPP_571_Selat_Malaka,19.38,10,GFW_MOCK
2023-02-01,4.25,102.75,WPP_571_Selat_Malaka,18.91,5,GFW_MOCK
2023-02-01,4.25,103.25,WPP_571_Selat_Malaka,2.22,4,GFW_MOCK
2023-02-01,4.25,103.75,WPP_571_Selat_Malaka,27.76,7,GFW_MOCK
2023-02-01,4.75,95.25,WPP_571_Selat_Malaka,8.11,7,GFW_MOCK
2023-02-01,4.75,95.75,WPP_571_Selat_Malaka,1.65,5,GFW_MOCK
2023-02-01,4.75,96.25,WPP_571_Selat_Malaka,7.92,4,GFW_MOCK
